,id,symbol,type,interval,amount,startDate,endDate,buy,sell,growth/drop,drop_count,total,closed,buy_zscore,sell_zscore
10,608715d7-4abe-11ec-a3d5-f4d1080d95a2,BANDUSDT,zscore,5M,500,2021-11-21 11:30:00,2021-11-21 15:40:00,7.521,7.67100000,1.9944156362185927,1,7.521,True,-3.4439578557391983,2.11266259650051
11,ba611763-4ad4-11ec-b246-f4d1080d95a2,HBARUSDT,zscore,5M,500,2021-11-21 14:10:00,2021-11-21 15:40:00,0.3826,0.39080000,2.1432305279665407,1,0.3826,True,-3.11462108544453,2.0197992352764214
12,1d5f8d9b-4ad6-11ec-a762-f4d1080d95a2,POLYUSDT,zscore,5M,500,2021-11-21 14:20:00,2021-11-22 05:05:00,0.7917,0.7183,-6.955958549222781,3,0.7917,True,-3.2876525708652755,-1.1073557981299955
13,a8f24983-4b1c-11ec-9bb1-f4d1080d95a2,ADAUSDT,zscore,5M,500,2021-11-21 22:45:00,2021-11-22 09:30:00,1.851,1.82300000,0.0,2,1.851,True,-3.1297710476805154,2.449535641456241
14,a9d115cc-4b1c-11ec-b269-f4d1080d95a2,CTSIUSDT,zscore,5M,500,2021-11-21 22:45:00,2021-11-23 00:30:00,0.9864,0.9386,-2.408761653900808,3,0.9864,False,-3.0880567086295425,0.3603915713547527
15,70e3a2db-4b26-11ec-ab89-f4d1080d95a2,QTUMUSDT,zscore,5M,500,2021-11-21 23:55:00,2021-11-22 13:35:00,15.229,14.99300000,0.9674957349375934,3,15.229,True,-3.017743188055506,2.092442861491262
16,7154dbd7-4b26-11ec-8729-f4d1080d95a2,RVNUSDT,zscore,5M,500,2021-11-21 23:55:00,2021-11-22 13:35:00,0.12014,0.11868000,1.3377355268400928,3,0.12014,True,-3.1402416668952418,2.2091005397690155
17,7253654c-4b26-11ec-902a-f4d1080d95a2,RSRUSDT,zscore,5M,500,2021-11-21 23:55:00,2021-11-22 13:35:00,0.03682,0.03595000,0.21371492287679614,3,0.03682,True,-3.1061508841061545,2.7536749819430053
18,77efbb3b-4b26-11ec-ab70-f4d1080d95a2,REEFUSDT,zscore,5M,500,2021-11-21 23:55:00,2021-11-22 13:35:00,0.02862,0.02800000,0.33444816053512,3,0.02862,True,-3.443904329893418,2.149253948136297
19,7863b180-4b26-11ec-b1f7-f4d1080d95a2,STMXUSDT,zscore,5M,500,2021-11-21 23:55:00,2021-11-22 13:35:00,0.03136,0.03075000,0.5778456170955149,3,0.03136,True,-3.3314882027249086,2.0929310043313674
20,792091f8-4b26-11ec-acd5-f4d1080d95a2,BALUSDT,zscore,5M,500,2021-11-21 23:55:00,2021-11-22 13:35:00,21.05,20.67000000,0.730994152046794,3,21.05,True,-3.352213376010033,2.06731868348848
21,7b2781d3-4b26-11ec-81a5-f4d1080d95a2,DGBUSDT,zscore,5M,500,2021-11-21 23:55:00,2021-11-22 13:35:00,0.05319,0.05210000,0.5144694533762026,3,0.05319,True,-3.0884860750033702,2.141383586062443
22,d7007ca3-4b27-11ec-8f98-f4d1080d95a2,XLMUSDT,zscore,5M,500,2021-11-22 00:05:00,2021-11-22 08:15:00,0.3403,0.34220000,0.5583308845136682,1,0.3403,True,-3.218997941376297,2.0261108381256645
23,8a0f82f6-4b28-11ec-983d-f4d1080d95a2,HOTUSDT,zscore,5M,500,2021-11-22 00:10:00,2021-11-22 12:30:00,0.013706,0.01361100,1.9016246163060493,3,0.013706,True,-3.1535176315863445,2.054988594254025
24,8a69c1fa-4b28-11ec-988f-f4d1080d95a2,OMGUSDT,zscore,5M,500,2021-11-22 00:10:00,2021-11-22 13:35:00,9.415,9.30900000,0.3828112363185503,2,9.415,True,-3.034383773905828,2.3408358297518843
25,8ec6ec7c-4b28-11ec-9e90-f4d1080d95a2,ARDRUSDT,zscore,5M,500,2021-11-22 00:10:00,2021-11-22 12:30:00,0.3307,0.32590000,0.06140620202641495,2,0.3307,True,-3.17820412289681,2.2211762203531715
26,8f6c7de0-4b28-11ec-8062-f4d1080d95a2,ELFUSDT,zscore,5M,500,2021-11-22 00:10:00,2021-11-22 12:15:00,0.5316,0.52350000,0.028661507595296357,2,0.5316,True,-3.235883685461862,2.2578664161470474
27,908e3fe4-4b28-11ec-9608-f4d1080d95a2,MTLUSDT,zscore,5M,500,2021-11-22 00:10:00,2021-11-22 13:35:00,3.081,3.06700000,1.1043349266523845,2,3.081,True,-3.093532696334716,2.0560824110039455
28,916daa96-4b28-11ec-a1bc-f4d1080d95a2,ZILUSDT,zscore,5M,500,2021-11-22 00:10:00,2021-11-22 11:10:00,0.09169,0.09046000,0.19937970757642845,2,0.09169,True,-3.1264485578174472,2.0049968695082034
29,93e64774-4b28-11ec-b5df-f4d1080d95a2,BTGUSDT,zscore,5M,500,2021-11-22 00:10:00,2021-11-22 13:35:00,58.33,58.36000000,0.051431510372023204,1,58.33,True,-3.501586370776143,4.2697112916095366
30,3faffcf6-4b29-11ec-b75c-f4d1080d95a2,AAVEUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 07:00:00,262.1,263.20000000,0.4196871423120816,1,262.1,True,-3.348954732212578,2.047886020062306
31,422bf3bb-4b29-11ec-849b-f4d1080d95a2,BTTUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 13:35:00,0.003358,0.00336000,0.05955926146516574,1,0.003358,True,-3.3581170657767077,2.9470516577391668
32,459995af-4b29-11ec-be61-f4d1080d95a2,MATICUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 13:35:00,1.573,1.57400000,0.06357279084552524,1,1.573,True,-3.291311499775366,2.060751217793845
33,45f2c352-4b29-11ec-8304-f4d1080d95a2,XEMUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 13:35:00,0.1772,0.17700000,1.4617368873602734,2,0.1772,True,-3.095796111232339,2.081881087517448
34,463eda73-4b29-11ec-a0c0-f4d1080d95a2,WAVESUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 13:35:00,21.27,21.12000000,0.8114558472553781,2,21.27,True,-3.53408120369207,2.2010654548975297
35,46a2fe4b-4b29-11ec-a5ce-f4d1080d95a2,STORJUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 08:45:00,1.9021,1.94400000,4.814794845527575,3,1.9021,True,-3.148229993659042,2.0266944394175264
36,46ea0e93-4b29-11ec-9990-f4d1080d95a2,SCUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 13:40:00,0.02147,0.02135000,2.022937241159611,3,0.02147,True,-3.056958329601222,2.028230063571344
37,475384a9-4b29-11ec-a78d-f4d1080d95a2,ALPHAUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 09:05:00,0.9571,0.98070000,4.053050397877998,2,0.9571,True,-3.1520374605995345,2.0262447861398725
38,47af73c4-4b29-11ec-a5db-f4d1080d95a2,AUDIOUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-23 00:30:00,2.19,2.092,-2.0140515222482502,3,2.19,False,-3.138444905993835,0.6718048154078727
39,481409db-4b29-11ec-b763-f4d1080d95a2,MANAUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 00:30:00,3.5322,3.76270000,6.525678047675673,1,3.5322,True,-3.128232172955371,2.0074074416641094
40,485ec3b3-4b29-11ec-85a4-f4d1080d95a2,ETCUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 13:35:00,49.64,49.43000000,1.1355498721227617,2,49.64,True,-3.2723721370969203,2.0701782438918928
41,48af6b9e-4b29-11ec-85b1-f4d1080d95a2,BNBUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 13:35:00,575.8,577.20000000,0.24313997915944618,1,575.8,True,-3.3821918830939466,2.515853709699732
42,4923ae83-4b29-11ec-8134-f4d1080d95a2,NEOUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 13:35:00,40.88,40.88000000,1.565217391304354,2,40.88,True,-3.069431749794843,2.0128457250116045
43,4991e476-4b29-11ec-b829-f4d1080d95a2,XRPUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 12:30:00,1.0367,1.05550000,1.813446512973874,1,1.0367,True,-3.3889289159410754,2.088407695144378
44,49dd3a22-4b29-11ec-ace0-f4d1080d95a2,DOGEUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 09:10:00,0.2228,0.22410000,0.5834829443447018,1,0.2228,True,-3.134357143037587,2.071168246612699
45,4a603ff1-4b29-11ec-a849-f4d1080d95a2,EOSUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 09:05:00,4.152,4.19300000,0.9874759152215674,1,4.152,True,-3.155933542871107,2.0449383759333464
46,4aa9183f-4b29-11ec-8a57-f4d1080d95a2,LTCUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 09:10:00,216.1,217.60000000,0.6941230911614993,1,216.1,True,-3.2490991427617337,2.0210738934882393
47,4b6c5686-4b29-11ec-b857-f4d1080d95a2,SNXUSDT,zscore,5M,500,2021-11-22 00:15:00,2021-11-22 12:30:00,8.373,8.45000000,0.9196225964409407,1,8.373,True,-3.103795312929218,2.0245848860418403
48,86ddd264-4b95-11ec-be02-f4d1080d95a2,YFIIUSDT,zscore,5M,500,2021-11-22 13:10:00,2021-11-22 13:35:00,3758.0,3817.00000000,1.5699840340606706,1,3758.0,True,-3.1819658013082663,2.441764010443933
49,8765bb6e-4b95-11ec-92bf-f4d1080d95a2,ALGOUSDT,zscore,5M,500,2021-11-22 13:10:00,2021-11-22 17:00:00,1.7455,1.79400000,2.778573474649097,1,1.7455,True,-3.4278879530964783,2.0371922706628554
50,37f6851e-4b96-11ec-ade3-f4d1080d95a2,FTTUSDT,zscore,5M,500,2021-11-22 13:15:00,2021-11-22 13:30:00,50.1,50.94000000,1.676646706586819,1,50.1,True,-3.040228824180778,2.3557661802926777
51,38f3e6d0-4b96-11ec-9b8c-f4d1080d95a2,STRAXUSDT,zscore,5M,500,2021-11-22 13:15:00,2021-11-22 13:35:00,1.945,2.00800000,3.2390745501285316,1,1.945,True,-3.3354146230498696,2.21170741251789
52,e7497751-4b96-11ec-bb48-f4d1080d95a2,BTCUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:30:00,56630.12,57726.39000000,1.935842622265319,1,56630.12,True,-3.212592797513392,2.0379750172727134
53,e816e93a-4b96-11ec-bfbd-f4d1080d95a2,NEARUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,9.015,9.29500000,3.1059345535219007,1,9.015,True,-3.6125787224081995,2.085604993255523
54,e880113b-4b96-11ec-97e7-f4d1080d95a2,ICPUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,41.82,43.09000000,3.036824485891925,1,41.82,True,-3.1292814561550246,2.1447208757895124
55,e8df7ad1-4b96-11ec-89cd-f4d1080d95a2,NKNUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,0.523,0.54240000,3.709369024856591,1,0.523,True,-3.016163794635977,2.3775454729983805
56,e9482f5f-4b96-11ec-a1e0-f4d1080d95a2,KAVAUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,5.012,5.13500000,2.454110135674386,1,5.012,True,-3.2050228652023565,2.012495596957925
57,ed47c04b-4b96-11ec-a29a-f4d1080d95a2,BAKEUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,1.878,1.93500000,3.03514376996806,1,1.878,True,-3.4315981857094817,2.1352304998458274
58,ede39466-4b96-11ec-b92b-f4d1080d95a2,ICXUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 16:00:00,2.2,2.28300000,3.772727272727261,1,2.2,True,-3.0740054183087184,2.0002704644872638
59,ee9f9c28-4b96-11ec-9afc-f4d1080d95a2,GRTUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,0.8775,0.90670000,3.327635327635328,1,0.8775,True,-3.0965733134255657,2.0050623984394917
60,ef117a79-4b96-11ec-b3f2-f4d1080d95a2,LPTUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,48.22,50.66000000,5.060141020323513,1,48.22,True,-3.0474870982924496,2.028831680055496
61,ef908cb3-4b96-11ec-973e-f4d1080d95a2,ONEUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:40:00,0.28548,0.30070000,5.3313717248143515,1,0.28548,True,-3.3219011093346666,2.0506226490011907
62,f005939a-4b96-11ec-88c3-f4d1080d95a2,SRMUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,5.794,5.94500000,2.606144287193661,1,5.794,True,-3.118977105544678,2.005234599162038
63,f272a07a-4b96-11ec-afcd-f4d1080d95a2,BATUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,1.0275,1.06720000,3.8637469586374547,1,1.0275,True,-3.3326915412949414,2.118675351042783
64,f2ce166c-4b96-11ec-a8f6-f4d1080d95a2,TRXUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,0.10202,0.10417000,2.1074299157028022,1,0.10202,True,-3.015023154128791,2.2395835671501922
65,f40e211c-4b96-11ec-ae81-f4d1080d95a2,CHZUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,0.4265,0.44130000,3.470105509964838,1,0.4265,True,-3.346040051724874,2.2131139220399882
66,f9096da8-4b96-11ec-8456-f4d1080d95a2,REPUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-23 00:05:00,22.8,24.38000000,6.9298245614035014,1,22.8,True,-3.231930029068907,2.0591736794901774
67,f98a03fc-4b96-11ec-8cfc-f4d1080d95a2,ZRXUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-23 00:30:00,1.0728,1.0852,1.1558538404175958,1,1.0728,False,-3.1187221521307804,0.4834966935483677
68,fac09dfe-4b96-11ec-82a2-f4d1080d95a2,BNTUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:30:00,3.915,4.00000000,2.1711366538952737,1,3.915,True,-3.18388963787569,2.029629465556029
69,091a2a0e-4b97-11ec-af77-f4d1080d95a2,GNOUSDT,zscore,5M,500,2021-11-22 13:20:00,2021-11-22 13:35:00,394.8,403.10000000,2.102330293819658,1,394.8,True,-3.505401533360613,2.539534588976905
70,34ab36a9-4b9d-11ec-a702-f4d1080d95a2,PAXGUSDT,zscore,5M,500,2021-11-22 14:05:00,2021-11-23 00:25:00,1832.0,1812.0,-1.0917030567685588,1,1832.0,False,-4.0091217363368825,0.8296810435658121
71,f859848f-4bd2-11ec-bc85-f4d1080d95a2,CRVUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,4.079,4.202,3.015444962000496,1,4.079,False,-4.368945751720381,0.3428909405766777
72,f8ce5392-4bd2-11ec-a384-f4d1080d95a2,IOTXUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.18546,0.18509,-0.19950393615874537,1,0.18546,False,-3.2666319959509025,-0.14505210427570983
73,f93907e0-4bd2-11ec-84b2-f4d1080d95a2,ONGUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,1.1404,1.138,-0.21045247281657134,1,1.1404,False,-3.7254064721225757,0.19996417914853032
74,fd6f8193-4bd2-11ec-bc45-f4d1080d95a2,SOLUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,215.39,218.57,1.4763916616370336,1,215.39,False,-3.8355794445605564,0.5910562344824319
75,004a3f04-4bd3-11ec-8212-f4d1080d95a2,HNTUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,41.53,42.16,1.5169756802311471,1,41.53,False,-3.2510466733332484,0.8098475894350251
76,00993c16-4bd3-11ec-a891-f4d1080d95a2,DOTUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,39.03,39.69,1.691006917755564,1,39.03,False,-4.7046254541547645,0.6289868634903305
77,00e7225f-4bd3-11ec-89c1-f4d1080d95a2,XMRUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,230.3,231.1,0.34737299174988406,1,230.3,False,-3.1732982405279624,0.1145865134032649
78,03da7e15-4bd3-11ec-ba16-f4d1080d95a2,THETAUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,6.447,6.564,1.8147975802698928,1,6.447,False,-3.1966849865641294,0.6244110764023654
79,04721825-4bd3-11ec-8674-f4d1080d95a2,ZECUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,199.3,207.6,4.164576016056188,1,199.3,False,-4.637554873937717,0.7721369874107487
80,04bf0c17-4bd3-11ec-8758-f4d1080d95a2,LINKUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,26.45,27.13,2.570888468809073,1,26.45,False,-4.431658668539739,1.0550314823145666
81,0509d0f3-4bd3-11ec-861a-f4d1080d95a2,ANKRUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.1262,0.12696,0.6022187004754223,1,0.1262,False,-3.9662270741887964,0.24030942845159953
82,05646bf8-4bd3-11ec-b496-f4d1080d95a2,FILUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,51.73,51.97,0.46394741929248406,1,51.73,False,-3.2838726560462907,0.221697842177205
83,05b2b9ee-4bd3-11ec-8474-f4d1080d95a2,SLPUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.0634,0.0639,0.788643533123029,1,0.0634,False,-3.2452542599962517,0.810385811623923
84,0630458f-4bd3-11ec-952b-f4d1080d95a2,ONTUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.9373,0.9507,1.429638322842203,1,0.9373,False,-4.109719832920361,0.6733131970301732
85,06acbe48-4bd3-11ec-8c71-f4d1080d95a2,UNIUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,21.06,21.14,0.379867046533722,1,21.06,False,-4.448746207021178,0.322509316984853
86,06f2d66b-4bd3-11ec-a77b-f4d1080d95a2,TFUELUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.3058,0.3095,1.2099411379986857,1,0.3058,False,-5.172078088936156,0.22690404465498049
87,07bd462d-4bd3-11ec-8bf4-f4d1080d95a2,CVCUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.5492,0.5336,-1.2217697149204092,2,0.5492,False,-3.275645568204343,-0.7459601119685901
88,08206126-4bd3-11ec-99d8-f4d1080d95a2,DODOUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,1.333,1.365,2.4006001500375116,1,1.333,False,-4.3664686479027175,1.1064718003368752
89,0d1d890d-4bd3-11ec-91cd-f4d1080d95a2,SKLUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.3311,0.3377,1.9933554817275732,1,0.3311,False,-3.8754982569458045,0.6993132961514351
90,0d7d68cc-4bd3-11ec-8b20-f4d1080d95a2,KLAYUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,1.461,1.475,0.9582477754962362,1,1.461,False,-5.130934543376034,0.6684978715591523
91,0df57ae1-4bd3-11ec-80d3-f4d1080d95a2,KSMUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,337.8,339.4,0.47365304914149375,1,337.8,False,-5.615511713860468,0.3143679793401515
92,0e7cc4e7-4bd3-11ec-9d5c-f4d1080d95a2,NUUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.8308,0.8427,1.4323543572460307,1,0.8308,False,-4.784231178688093,0.6530318264008586
93,0f0fc705-4bd3-11ec-9440-f4d1080d95a2,1INCHUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,3.785,3.833,1.2681638044914145,1,3.785,False,-4.466183155321817,0.5834248689065049
94,0f680a74-4bd3-11ec-ad8e-f4d1080d95a2,SUSHIUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,8.185,8.299,1.3927916921197188,1,8.185,False,-3.803754171842952,0.625831218496
95,0ff554cc-4bd3-11ec-bca6-f4d1080d95a2,DASHUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,191.1,200.50000000,4.918890633176351,1,191.1,True,-4.990900355682704,2.0054793241601887
96,10ec004a-4bd3-11ec-8c6e-f4d1080d95a2,RENUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:25:00,0.7572,0.77830000,2.786582144743794,1,0.7572,True,-4.574778952027552,2.0115389541940947
97,11f5a87b-4bd3-11ec-b45a-f4d1080d95a2,WRXUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,1.238,1.254,1.2924071082390964,1,1.238,False,-3.151979152800969,0.7552730336814267
98,126ea45f-4bd3-11ec-bea5-f4d1080d95a2,RLCUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,3.909,3.95,1.048861601432601,1,3.909,False,-3.6192756092386604,0.5342626458633533
99,18ce1050-4bd3-11ec-b180-f4d1080d95a2,ANTUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,4.807,4.807,0.0,1,4.807,False,-4.3092406001147605,-0.025346720764137805
100,1c391b8a-4bd3-11ec-bdf9-f4d1080d95a2,TOMOUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,3.156,3.312,4.942965779467671,1,3.156,False,-4.285102006749333,0.9169929089121496
101,1cdb7c11-4bd3-11ec-8005-f4d1080d95a2,UTKUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.3909,0.3975,1.6884113584036826,1,0.3909,False,-4.314099263246056,0.6395078656380987
102,1e486a25-4bd3-11ec-a39e-f4d1080d95a2,UMAUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,14.89,14.838,-0.3492276695769065,1,14.89,False,-4.15037868707475,0.42439220395310623
103,1f5db035-4bd3-11ec-8b57-f4d1080d95a2,DCRUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,106.5,108.1,1.5023474178403702,1,106.5,False,-3.2397531340558055,0.47158494439032506
104,27591edf-4bd3-11ec-a4cb-f4d1080d95a2,BADGERUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,25.37,25.61,0.9459992116673174,1,25.37,False,-4.198732716956916,0.27629089882128643
105,54f18ff8-4bd3-11ec-95da-f4d1080d95a2,MLNUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:25:00,109.3,108.8,-0.4574565416285453,1,109.3,False,-3.569296735277217,0.06234078850397152
106,99642c09-4bd3-11ec-a633-f4d1080d95a2,NMRUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,39.83,39.82,-0.02510670348982679,1,39.83,False,-3.541936256012432,0.5424566179007705
107,ab095193-4bd3-11ec-a51e-f4d1080d95a2,EGLDUSDT,zscore,5M,500,2021-11-22 20:35:00,2021-11-23 00:30:00,455.54,484.42,6.339728673662027,1,455.54,False,-3.0180692176641295,0.5855291646049086
108,ac4fe621-4bd3-11ec-b6b1-f4d1080d95a2,REQUSDT,zscore,5M,500,2021-11-22 20:30:00,2021-11-23 00:30:00,0.1984,0.2038,2.721774193548395,1,0.1984,False,-3.292004579342081,1.6131944231823396
